,Date,Price
986,2017-09-13,273.4
987,2017-09-14,274.2
988,2017-09-15,271.5
989,2017-09-16,271.5
990,2017-09-17,271.5
991,2017-09-18,270.4
992,2017-09-19,267.8
993,2017-09-20,270.05
994,2017-09-21,268.5
995,2017-09-22,261.85
996,2017-09-23,261.85
997,2017-09-24,261.85
998,2017-09-25,258.75
999,2017-09-26,258.25
1000,2017-09-27,250.4
1001,2017-09-28,252.55
1002,2017-09-29,253.85
1003,2017-09-30,253.85
1004,2017-10-01,253.85
1005,2017-10-02,253.85
1006,2017-10-03,251.3
1007,2017-10-04,253.2
1008,2017-10-05,251.6
1009,2017-10-06,256.75
1010,2017-10-07,256.75
1011,2017-10-08,256.75
1012,2017-10-09,256.85
1013,2017-10-10,256.95
1014,2017-10-11,251.75
1015,2017-10-12,251.2
1016,2017-10-13,252.1
1017,2017-10-14,252.1
1018,2017-10-15,252.1
1019,2017-10-16,252.05
1020,2017-10-17,251.15
1021,2017-10-18,243.75
1022,2017-10-19,242.75
1023,2017-10-20,242.75
1024,2017-10-21,242.75
1025,2017-10-22,242.75
1026,2017-10-23,245.95
1027,2017-10-24,254.45
1028,2017-10-25,324.9
1029,2017-10-26,320.5
1030,2017-10-27,311.05
1031,2017-10-28,311.05
1032,2017-10-29,311.05
1033,2017-10-30,312.0
1034,2017-10-31,305.8
1035,2017-11-01,319.85
1036,2017-11-02,314.35
1037,2017-11-03,325.0
1038,2017-11-04,325.0
1039,2017-11-05,325.0
1040,2017-11-06,329.0
1041,2017-11-07,317.2
1042,2017-11-08,309.55
1043,2017-11-09,313.7
1044,2017-11-10,333.55
1045,2017-11-11,333.55
1046,2017-11-12,333.55
1047,2017-11-13,331.05
1048,2017-11-14,329.1
1049,2017-11-15,324.95
1050,2017-11-16,333.4
1051,2017-11-17,337.5
1052,2017-11-18,337.5
1053,2017-11-19,337.5
1054,2017-11-20,333.0
1055,2017-11-21,330.65
1056,2017-11-22,335.3
1057,2017-11-23,334.95
1058,2017-11-24,332.4
1059,2017-11-25,332.4
1060,2017-11-26,332.4
1061,2017-11-27,335.65
1062,2017-11-28,332.0
1063,2017-11-29,328.9
1064,2017-11-30,320.35
1065,2017-12-01,312.75
1066,2017-12-02,312.75
1067,2017-12-03,312.75
1068,2017-12-04,313.6
1069,2017-12-05,319.1
1070,2017-12-06,312.4
1071,2017-12-07,316.4
1072,2017-12-08,313.1
1073,2017-12-09,313.1
1074,2017-12-10,313.1
1075,2017-12-11,318.4
1076,2017-12-12,318.45
1077,2017-12-13,313.3
1078,2017-12-14,314.0
1079,2017-12-15,312.25
1080,2017-12-16,312.25
1081,2017-12-17,312.25
1082,2017-12-18,318.9
1083,2017-12-19,319.8
1084,2017-12-20,317.5
1085,2017-12-21,316.75
1086,2017-12-22,319.85
1087,2017-12-23,319.85
1088,2017-12-24,319.85
1089,2017-12-25,319.85
1090,2017-12-26,317.15
1091,2017-12-27,314.85
1092,2017-12-28,308.4
1093,2017-12-29,309.9
1094,2017-12-30,309.9
1095,2017-12-31,309.9
1096,2018-01-01,307.1
1097,2018-01-02,303.25
1098,2018-01-03,302.85
1099,2018-01-04,308.5
1100,2018-01-05,306.35
1101,2018-01-06,306.35
1102,2018-01-07,306.35
1103,2018-01-08,305.8
1104,2018-01-09,304.3
1105,2018-01-10,301.1
1106,2018-01-11,302.2
1107,2018-01-12,302.25
1108,2018-01-13,302.25
1109,2018-01-14,302.25
1110,2018-01-15,302.6
1111,2018-01-16,296.15
1112,2018-01-17,307.1
1113,2018-01-18,303.25
1114,2018-01-19,309.25
1115,2018-01-20,309.25
1116,2018-01-21,309.25
1117,2018-01-22,306.5
1118,2018-01-23,318.1
1119,2018-01-24,329.9
1120,2018-01-25,313.15
1121,2018-01-26,313.15
1122,2018-01-27,313.15
1123,2018-01-28,313.15
1124,2018-01-29,312.1
1125,2018-01-30,313.55
1126,2018-01-31,313.25
1127,2018-02-01,306.05
1128,2018-02-02,297.35
1129,2018-02-03,297.35
1130,2018-02-04,297.35
1131,2018-02-05,298.05
1132,2018-02-06,291.75
1133,2018-02-07,292.8
1134,2018-02-08,301.4
1135,2018-02-09,296.4
1136,2018-02-10,296.4
1137,2018-02-11,296.4
1138,2018-02-12,288.75
1139,2018-02-13,288.75
1140,2018-02-14,276.2
1141,2018-02-15,278.7
1142,2018-02-16,271.65
1143,2018-02-17,271.65
1144,2018-02-18,271.65
1145,2018-02-19,268.5
1146,2018-02-20,269.65
1147,2018-02-21,273.3
1148,2018-02-22,272.6
1149,2018-02-23,276.05
1150,2018-02-24,276.05
1151,2018-02-25,276.05
1152,2018-02-26,274.45
1153,2018-02-27,267.6
1154,2018-02-28,268.0
1155,2018-03-01,262.15
1156,2018-03-02,262.15
1157,2018-03-03,262.15
1158,2018-03-04,262.15
1159,2018-03-05,263.5
1160,2018-03-06,256.55
1161,2018-03-07,246.65
1162,2018-03-08,256.8
1163,2018-03-09,253.25
1164,2018-03-10,253.25
1165,2018-03-11,253.25
1166,2018-03-12,252.85
1167,2018-03-13,254.7
1168,2018-03-14,257.05
1169,2018-03-15,253.7
1170,2018-03-16,252.3
1171,2018-03-17,252.3
1172,2018-03-18,252.3
1173,2018-03-19,247.95
1174,2018-03-20,249.1
1175,2018-03-21,248.0
1176,2018-03-22,241.55
1177,2018-03-23,234.8
1178,2018-03-24,234.8
1179,2018-03-25,234.8
1180,2018-03-26,246.5
1181,2018-03-27,254.35
1182,2018-03-28,249.9
1183,2018-03-29,249.9
1184,2018-03-30,249.9
1185,2018-03-31,249.9
1186,2018-04-01,249.9
1187,2018-04-02,246.15
1188,2018-04-03,250.5
1189,2018-04-04,247.3
1190,2018-04-05,259.3
1191,2018-04-06,259.7
1192,2018-04-07,259.7
1193,2018-04-08,259.7
1194,2018-04-09,260.65
1195,2018-04-10,263.3
1196,2018-04-11,257.05
1197,2018-04-12,253.8
1198,2018-04-13,250.95
1199,2018-04-14,250.95
1200,2018-04-15,250.95
1201,2018-04-16,249.0
1202,2018-04-17,248.15
1203,2018-04-18,246.45
1204,2018-04-19,246.15
1205,2018-04-20,241.2
1206,2018-04-21,241.2
1207,2018-04-22,241.2
1208,2018-04-23,242.45
1209,2018-04-24,240.6
1210,2018-04-25,237.2
1211,2018-04-26,233.2
1212,2018-04-27,242.6
1213,2018-04-28,242.6
1214,2018-04-29,242.6
1215,2018-04-30,246.4
1216,2018-05-01,246.4
1217,2018-05-02,241.0
1218,2018-05-03,241.9
1219,2018-05-04,241.95
1220,2018-05-05,241.95
1221,2018-05-06,241.95
1222,2018-05-07,246.5
1223,2018-05-08,250.05
1224,2018-05-09,248.0
1225,2018-05-10,247.95
1226,2018-05-11,250.35
1227,2018-05-12,250.35
1228,2018-05-13,250.35
1229,2018-05-14,253.6
1230,2018-05-15,248.0
1231,2018-05-16,243.1
1232,2018-05-17,242.7
1233,2018-05-18,238.85
1234,2018-05-19,238.85
1235,2018-05-20,238.85
1236,2018-05-21,244.45
1237,2018-05-22,253.9
1238,2018-05-23,263.2
1239,2018-05-24,268.5
1240,2018-05-25,266.95
1241,2018-05-26,266.95
1242,2018-05-27,266.95
1243,2018-05-28,272.05
1244,2018-05-29,264.3
1245,2018-05-30,267.15
1246,2018-05-31,269.55
1247,2018-06-01,266.7
1248,2018-06-02,266.7
1249,2018-06-03,266.7
1250,2018-06-04,263.0
1251,2018-06-05,263.55
1252,2018-06-06,270.15
1253,2018-06-07,269.65
1254,2018-06-08,273.0
1255,2018-06-09,273.0
1256,2018-06-10,273.0
1257,2018-06-11,274.0
1258,2018-06-12,282.85
1259,2018-06-13,287.7
1260,2018-06-14,282.6
1261,2018-06-15,277.45
1262,2018-06-16,277.45
1263,2018-06-17,277.45
1264,2018-06-18,276.85
1265,2018-06-19,272.6
1266,2018-06-20,273.3
1267,2018-06-21,268.65
1268,2018-06-22,273.05
1269,2018-06-23,273.05
1270,2018-06-24,273.05
1271,2018-06-25,268.45
1272,2018-06-26,267.4
1273,2018-06-27,261.7
1274,2018-06-28,257.0
1275,2018-06-29,259.35
1276,2018-06-30,259.35
1277,2018-07-01,259.35
1278,2018-07-02,258.85
1279,2018-07-03,257.5
1280,2018-07-04,257.45
1281,2018-07-05,256.45
1282,2018-07-06,257.2
1283,2018-07-07,257.2
1284,2018-07-08,257.2
1285,2018-07-09,261.55
1286,2018-07-10,263.75
1287,2018-07-11,259.1
1288,2018-07-12,262.75
1289,2018-07-13,257.75
1290,2018-07-14,257.75
1291,2018-07-15,257.75
1292,2018-07-16,251.6
1293,2018-07-17,259.05
1294,2018-07-18,259.55
1295,2018-07-19,260.2
1296,2018-07-20,261.5
1297,2018-07-21,261.5
1298,2018-07-22,261.5
1299,2018-07-23,266.35
1300,2018-07-24,266.85
1301,2018-07-25,271.85
1302,2018-07-26,287.7
1303,2018-07-27,286.75
1304,2018-07-28,286.75
1305,2018-07-29,286.75
1306,2018-07-30,297.4
1307,2018-07-31,293.5
1308,2018-08-01,295.1
1309,2018-08-02,293.9
1310,2018-08-03,299.25
1311,2018-08-04,299.25
1312,2018-08-05,299.25
1313,2018-08-06,308.5
1314,2018-08-07,304.05
1315,2018-08-08,308.7
1316,2018-08-09,317.4
1317,2018-08-10,304.45
1318,2018-08-11,304.45
1319,2018-08-12,304.45
1320,2018-08-13,294.15
1321,2018-08-14,294.9
1322,2018-08-15,294.9
1323,2018-08-16,292.7
1324,2018-08-17,302.1
1325,2018-08-18,302.1
1326,2018-08-19,302.1
1327,2018-08-20,307.65
1328,2018-08-21,307.0
1329,2018-08-22,307.0
1330,2018-08-23,302.45
1331,2018-08-24,300.45
1332,2018-08-25,300.45
1333,2018-08-26,300.45
1334,2018-08-27,308.0
1335,2018-08-28,305.35
1336,2018-08-29,309.7
1337,2018-08-30,308.6
1338,2018-08-31,309.6
1339,2018-09-01,309.6
1340,2018-09-02,309.6
1341,2018-09-03,306.35
1342,2018-09-04,296.4
1343,2018-09-05,296.55
1344,2018-09-06,296.45
1345,2018-09-07,291.65
1346,2018-09-08,291.65
1347,2018-09-09,291.65
1348,2018-09-10,284.85
1349,2018-09-11,282.6
1350,2018-09-12,285.3
1351,2018-09-13,285.3
1352,2018-09-14,290.65
1353,2018-09-15,290.65
1354,2018-09-16,290.65
1355,2018-09-17,285.3
1356,2018-09-18,273.8
1357,2018-09-19,271.5
1358,2018-09-20,271.5
1359,2018-09-21,270.6
1360,2018-09-22,270.6
1361,2018-09-23,270.6
1362,2018-09-24,264.35
1363,2018-09-25,270.9
1364,2018-09-26,263.85
1365,2018-09-27,265.35
1366,2018-09-28,265.5
1367,2018-09-29,265.5
1368,2018-09-30,265.5
1369,2018-10-01,273.85
1370,2018-10-02,273.85
1371,2018-10-03,271.7
1372,2018-10-04,271.35
1373,2018-10-05,258.35
1374,2018-10-06,258.35
1375,2018-10-07,258.35
1376,2018-10-08,265.75
1377,2018-10-09,262.95
1378,2018-10-10,278.65
1379,2018-10-11,262.15
1380,2018-10-12,263.75
1381,2018-10-13,263.75
1382,2018-10-14,263.75
1383,2018-10-15,263.2
1384,2018-10-16,270.3
1385,2018-10-17,261.15
1386,2018-10-18,261.15
1387,2018-10-19,261.1
1388,2018-10-20,261.1
1389,2018-10-21,261.1
1390,2018-10-22,260.35
1391,2018-10-23,255.65
1392,2018-10-24,255.7
1393,2018-10-25,249.55
1394,2018-10-26,248.1
1395,2018-10-27,248.1
1396,2018-10-28,248.1
1397,2018-10-29,267.9
1398,2018-10-30,273.15
1399,2018-10-31,281.4
1400,2018-11-01,285.9
1401,2018-11-02,285.35
1402,2018-11-03,285.35
1403,2018-11-04,285.35
1404,2018-11-05,294.95
1405,2018-11-06,286.45
1406,2018-11-07,286.55
1407,2018-11-08,286.55
1408,2018-11-09,283.25
1409,2018-11-10,283.25
1410,2018-11-11,283.25
1411,2018-11-12,277.95
1412,2018-11-13,278.05
1413,2018-11-14,283.6
1414,2018-11-15,285.4
1415,2018-11-16,290.9
1416,2018-11-17,290.9
1417,2018-11-18,290.9
1418,2018-11-19,288.15
1419,2018-11-20,283.45
1420,2018-11-21,287.05
1421,2018-11-22,282.7
1422,2018-11-23,282.7
1423,2018-11-24,282.7
1424,2018-11-25,282.7
1425,2018-11-26,286.4
1426,2018-11-27,289.4
1427,2018-11-28,284.55
1428,2018-11-29,286.4
1429,2018-11-30,284.65
1430,2018-12-01,284.65
1431,2018-12-02,284.65
1432,2018-12-03,286.8
1433,2018-12-04,282.55
1434,2018-12-05,280.15
1435,2018-12-06,275.65
1436,2018-12-07,275.4
1437,2018-12-08,275.4
1438,2018-12-09,275.4
1439,2018-12-10,274.2
1440,2018-12-11,281.25
1441,2018-12-12,285.25
1442,2018-12-13,289.0
1443,2018-12-14,289.2
1444,2018-12-15,289.2
1445,2018-12-16,289.2
1446,2018-12-17,289.5
1447,2018-12-18,292.75
1448,2018-12-19,300.7
1449,2018-12-20,294.05
1450,2018-12-21,291.9
1451,2018-12-22,291.9
1452,2018-12-23,291.9
1453,2018-12-24,293.05
1454,2018-12-25,293.05
1455,2018-12-26,294.15
1456,2018-12-27,292.15
1457,2018-12-28,294.8
1458,2018-12-29,294.8
1459,2018-12-30,294.8
1460,2018-12-31,295.9
1461,2019-01-01,299.6
1462,2019-01-02,293.9
1463,2019-01-03,291.1
1464,2019-01-04,297.65
1465,2019-01-05,297.65
1466,2019-01-06,297.65
1467,2019-01-07,296.3
1468,2019-01-08,305.3
1469,2019-01-09,305.3
1470,2019-01-10,305.55
1471,2019-01-11,302.75
1472,2019-01-12,302.75
1473,2019-01-13,302.75
1474,2019-01-14,300.4
1475,2019-01-15,301.65
1476,2019-01-16,303.15
1477,2019-01-17,297.4
1478,2019-01-18,294.95
1479,2019-01-19,294.95
1480,2019-01-20,294.95
1481,2019-01-21,292.45
1482,2019-01-22,290.25
1483,2019-01-23,286.65
1484,2019-01-24,288.05
1485,2019-01-25,285.4
1486,2019-01-26,285.4
1487,2019-01-27,285.4
1488,2019-01-28,281.6
1489,2019-01-29,280.6
1490,2019-01-30,287.45
1491,2019-01-31,293.65
1492,2019-02-01,284.4
1493,2019-02-02,284.4
1494,2019-02-03,284.4
1495,2019-02-04,283.95
1496,2019-02-05,284.65
1497,2019-02-06,289.05
1498,2019-02-07,287.4
1499,2019-02-08,286.0
1500,2019-02-09,286.0
1501,2019-02-10,286.0
1502,2019-02-11,280.5
1503,2019-02-12,275.4
1504,2019-02-13,268.2
1505,2019-02-14,267.1
1506,2019-02-15,262.95
1507,2019-02-16,262.95
1508,2019-02-17,262.95
1509,2019-02-18,259.95
1510,2019-02-19,262.9
1511,2019-02-20,267.7
1512,2019-02-21,268.0
1513,2019-02-22,270.95
1514,2019-02-23,270.95
1515,2019-02-24,270.95
1516,2019-02-25,270.15
1517,2019-02-26,266.35
1518,2019-02-27,267.65
1519,2019-02-28,269.05
1520,2019-03-01,272.95
1521,2019-03-02,272.95
1522,2019-03-03,272.95
1523,2019-03-04,272.95
1524,2019-03-05,276.45
1525,2019-03-06,278.1
1526,2019-03-07,281.75
1527,2019-03-08,281.2
1528,2019-03-09,281.2
1529,2019-03-10,281.2
1530,2019-03-11,287.35
1531,2019-03-12,286.9
1532,2019-03-13,293.15
1533,2019-03-14,291.9
1534,2019-03-15,298.4
1535,2019-03-16,298.4
1536,2019-03-17,298.4
1537,2019-03-18,298.95
1538,2019-03-19,303.05
1539,2019-03-20,303.8
1540,2019-03-21,303.8
1541,2019-03-22,298.05
1542,2019-03-23,298.05
1543,2019-03-24,298.05
1544,2019-03-25,294.0
1545,2019-03-26,303.5
1546,2019-03-27,308.8
1547,2019-03-28,319.0
1548,2019-03-29,320.75
1549,2019-03-30,320.75
1550,2019-03-31,320.75
1551,2019-04-01,322.75
1552,2019-04-02,329.0
1553,2019-04-03,320.5
1554,2019-04-04,321.8
1555,2019-04-05,317.05
1556,2019-04-06,317.05
1557,2019-04-07,317.05
1558,2019-04-08,312.8
1559,2019-04-09,314.75
1560,2019-04-10,310.9
1561,2019-04-11,314.9
1562,2019-04-12,315.25
1563,2019-04-13,315.25
1564,2019-04-14,315.25
1565,2019-04-15,315.6
1566,2019-04-16,315.75
1567,2019-04-17,315.75
1568,2019-04-18,310.8
1569,2019-04-19,310.8
1570,2019-04-20,310.8
1571,2019-04-21,310.8
1572,2019-04-22,310.05
1573,2019-04-23,305.25
1574,2019-04-24,310.75
1575,2019-04-25,306.2
1576,2019-04-26,312.5
1577,2019-04-27,312.5
1578,2019-04-28,312.5
1579,2019-04-29,312.5
1580,2019-04-30,309.95
1581,2019-05-01,309.95
1582,2019-05-02,308.15
1583,2019-05-03,310.0
1584,2019-05-04,310.0
1585,2019-05-05,310.0
1586,2019-05-06,308.75
1587,2019-05-07,305.45
1588,2019-05-08,298.25
1589,2019-05-09,299.3
1590,2019-05-10,308.05
1591,2019-05-11,308.05
1592,2019-05-12,308.05
1593,2019-05-13,306.9
1594,2019-05-14,314.65
1595,2019-05-15,312.1
1596,2019-05-16,315.75
1597,2019-05-17,319.25
1598,2019-05-18,319.25
1599,2019-05-19,319.25
1600,2019-05-20,344.7
1601,2019-05-21,337.55
1602,2019-05-22,341.1
1603,2019-05-23,342.2
1604,2019-05-24,355.35
1605,2019-05-25,355.35
1606,2019-05-26,355.35
1607,2019-05-27,361.7
1608,2019-05-28,360.05
1609,2019-05-29,348.65
1610,2019-05-30,353.55
1611,2019-05-31,352.5
1612,2019-06-01,352.5
1613,2019-06-02,352.5
1614,2019-06-03,355.45
1615,2019-06-04,352.4
1616,2019-06-05,352.4
1617,2019-06-06,336.9
1618,2019-06-07,342.05
1619,2019-06-08,342.05
1620,2019-06-09,342.05
1621,2019-06-10,344.3
1622,2019-06-11,347.1
1623,2019-06-12,344.0
1624,2019-06-13,346.5
1625,2019-06-14,343.8
1626,2019-06-15,343.8
1627,2019-06-16,343.8
1628,2019-06-17,337.85
1629,2019-06-18,340.05
1630,2019-06-19,338.85
1631,2019-06-20,345.15
1632,2019-06-21,349.4
1633,2019-06-22,349.4
1634,2019-06-23,349.4
1635,2019-06-24,353.2
1636,2019-06-25,356.55
1637,2019-06-26,358.15
1638,2019-06-27,362.15
1639,2019-06-28,361.25
1640,2019-06-29,361.25
1641,2019-06-30,361.25
1642,2019-07-01,361.55
1643,2019-07-02,364.5
1644,2019-07-03,366.15
1645,2019-07-04,367.4
1646,2019-07-05,370.65
1647,2019-07-06,370.65
1648,2019-07-07,370.65
1649,2019-07-08,355.3
1650,2019-07-09,359.5
1651,2019-07-10,354.2
1652,2019-07-11,363.2
1653,2019-07-12,363.6
1654,2019-07-13,363.6
1655,2019-07-14,363.6
1656,2019-07-15,360.05
1657,2019-07-16,364.35
1658,2019-07-17,372.4
1659,2019-07-18,363.65
1660,2019-07-19,356.0
1661,2019-07-20,356.0
1662,2019-07-21,356.0
1663,2019-07-22,350.85
1664,2019-07-23,342.2
1665,2019-07-24,339.6
1666,2019-07-25,341.3
1667,2019-07-26,342.6
1668,2019-07-27,342.6
1669,2019-07-28,342.6
1670,2019-07-29,343.8
1671,2019-07-30,327.55
1672,2019-07-31,332.2
1673,2019-08-01,317.15
1674,2019-08-02,308.45
1675,2019-08-03,308.45
1676,2019-08-04,308.45
1677,2019-08-05,300.25
1678,2019-08-06,301.4
1679,2019-08-07,289.9
1680,2019-08-08,294.35
1681,2019-08-09,291.35
1682,2019-08-10,291.35
1683,2019-08-11,291.35
1684,2019-08-12,291.35
1685,2019-08-13,283.35
1686,2019-08-14,289.75
1687,2019-08-15,289.75
1688,2019-08-16,290.9
1689,2019-08-17,290.9
1690,2019-08-18,290.9
1691,2019-08-19,286.85
1692,2019-08-20,283.7
1693,2019-08-21,277.4
1694,2019-08-22,268.55
1695,2019-08-23,271.1
1696,2019-08-24,271.1
1697,2019-08-25,271.1
1698,2019-08-26,280.2
1699,2019-08-27,285.7
1700,2019-08-28,284.9
1701,2019-08-29,274.5
1702,2019-08-30,273.85
1703,2019-08-31,273.85
1704,2019-09-01,273.85
1705,2019-09-02,273.85
1706,2019-09-03,268.4
1707,2019-09-04,275.1
1708,2019-09-05,273.3
1709,2019-09-06,273.95
1710,2019-09-07,273.95
1711,2019-09-08,273.95
1712,2019-09-09,278.0
1713,2019-09-10,278.0
1714,2019-09-11,285.25
1715,2019-09-12,287.05
1716,2019-09-13,291.7
1717,2019-09-14,291.7
1718,2019-09-15,291.7
1719,2019-09-16,284.7
1720,2019-09-17,273.95
1721,2019-09-18,280.4
1722,2019-09-19,274.05
1723,2019-09-20,301.7
1724,2019-09-21,301.7
1725,2019-09-22,301.7
1726,2019-09-23,313.75
1727,2019-09-24,302.6
1728,2019-09-25,280.25
1729,2019-09-26,281.85
1730,2019-09-27,281.2
1731,2019-09-28,281.2
1732,2019-09-29,281.2
1733,2019-09-30,270.8
1734,2019-10-01,255.95
1735,2019-10-02,255.95
1736,2019-10-03,254.15
1737,2019-10-04,249.95
1738,2019-10-05,249.95
1739,2019-10-06,249.95
1740,2019-10-07,249.1
1741,2019-10-08,249.1
1742,2019-10-09,260.95
1743,2019-10-10,254.15
1744,2019-10-11,254.55
1745,2019-10-12,254.55
1746,2019-10-13,254.55
1747,2019-10-14,255.45
1748,2019-10-15,258.45
1749,2019-10-16,256.05
1750,2019-10-17,265.45
1751,2019-10-18,269.65
1752,2019-10-19,269.65
1753,2019-10-20,269.65
1754,2019-10-21,269.65
1755,2019-10-22,270.5
1756,2019-10-23,275.45
1757,2019-10-24,262.5
1758,2019-10-25,281.55
1759,2019-10-26,281.55
1760,2019-10-27,281.8
1761,2019-10-28,281.8
1762,2019-10-29,280.65
1763,2019-10-30,289.9
1764,2019-10-31,312.4
1765,2019-11-01,313.55
1766,2019-11-02,313.55
1767,2019-11-03,313.55
1768,2019-11-04,314.3
1769,2019-11-05,319.2
1770,2019-11-06,317.55
1771,2019-11-07,318.15
1772,2019-11-08,316.0
1773,2019-11-09,316.0
1774,2019-11-10,316.0
1775,2019-11-11,318.25
1776,2019-11-12,318.25
1777,2019-11-13,306.8
1778,2019-11-14,306.0
1779,2019-11-15,321.9
1780,2019-11-16,321.9
1781,2019-11-17,321.9
1782,2019-11-18,325.1
1783,2019-11-19,330.4
1784,2019-11-20,328.8
1785,2019-11-21,331.35
1786,2019-11-22,329.3
1787,2019-11-23,329.3
1788,2019-11-24,329.3
1789,2019-11-25,336.1
1790,2019-11-26,335.5
1791,2019-11-27,343.55
1792,2019-11-28,349.3
1793,2019-11-29,341.85
1794,2019-11-30,341.85
1795,2019-12-01,341.85
1796,2019-12-02,338.5
1797,2019-12-03,336.25
1798,2019-12-04,341.85
1799,2019-12-05,336.2
1800,2019-12-06,320.0
1801,2019-12-07,320.0
1802,2019-12-08,320.0
1803,2019-12-09,316.7
1804,2019-12-10,313.4
1805,2019-12-11,312.8
1806,2019-12-12,321.85
1807,2019-12-13,332.55
1808,2019-12-14,332.55
1809,2019-12-15,332.55
1810,2019-12-16,331.85
1811,2019-12-17,332.9
1812,2019-12-18,326.95
1813,2019-12-19,328.15
1814,2019-12-20,337.85
1815,2019-12-21,337.85
1816,2019-12-22,337.85
1817,2019-12-23,332.4
1818,2019-12-24,331.45
1819,2019-12-25,331.45
1820,2019-12-26,329.85
1821,2019-12-27,337.25
1822,2019-12-28,337.25
1823,2019-12-29,337.25
1824,2019-12-30,334.4
1825,2019-12-31,333.75
1826,2020-01-01,334.45
1827,2020-01-02,339.3
1828,2020-01-03,333.7
1829,2020-01-04,333.7
1830,2020-01-05,333.7
1831,2020-01-06,319.0
1832,2020-01-07,318.4
1833,2020-01-08,319.8
1834,2020-01-09,330.2
1835,2020-01-10,332.25
1836,2020-01-11,332.25
1837,2020-01-12,332.25
1838,2020-01-13,330.75
1839,2020-01-14,328.0
1840,2020-01-15,324.25
1841,2020-01-16,323.3
1842,2020-01-17,318.0
1843,2020-01-18,318.0
1844,2020-01-19,318.0
1845,2020-01-20,314.0
1846,2020-01-21,313.7
1847,2020-01-22,316.15
1848,2020-01-23,323.2
1849,2020-01-24,324.05
1850,2020-01-25,324.05
1851,2020-01-26,324.05
1852,2020-01-27,316.2
1853,2020-01-28,315.1
1854,2020-01-29,316.45
1855,2020-01-30,310.7
1856,2020-01-31,318.45
1857,2020-02-01,302.6
1858,2020-02-02,302.6
1859,2020-02-03,298.1
1860,2020-02-04,306.25
1861,2020-02-05,311.0
1862,2020-02-06,321.95
1863,2020-02-07,320.55
1864,2020-02-08,320.55
1865,2020-02-09,320.55
1866,2020-02-10,318.5
1867,2020-02-11,324.35
1868,2020-02-12,320.2
1869,2020-02-13,327.45
1870,2020-02-14,319.4
1871,2020-02-15,319.4
1872,2020-02-16,319.4
1873,2020-02-17,314.2
1874,2020-02-18,317.55
1875,2020-02-19,320.35
1876,2020-02-20,327.65
1877,2020-02-21,327.65
1878,2020-02-22,327.65
1879,2020-02-23,327.65
1880,2020-02-24,322.95
1881,2020-02-25,326.8
1882,2020-02-26,328.2
1883,2020-02-27,321.95
1884,2020-02-28,303.0
1885,2020-02-29,303.0
1886,2020-03-01,303.0
1887,2020-03-02,287.4
1888,2020-03-03,289.85
1889,2020-03-04,285.3
1890,2020-03-05,288.5
1891,2020-03-06,270.5
1892,2020-03-07,270.5
1893,2020-03-08,270.5
1894,2020-03-09,253.45
1895,2020-03-10,253.45
1896,2020-03-11,245.1
1897,2020-03-12,212.6
1898,2020-03-13,242.0
1899,2020-03-14,242.0
1900,2020-03-15,242.0
1901,2020-03-16,223.35
1902,2020-03-17,215.15
1903,2020-03-18,215.2
1904,2020-03-19,203.65
1905,2020-03-20,209.85
1906,2020-03-21,209.85
1907,2020-03-22,209.85
1908,2020-03-23,181.6
1909,2020-03-24,183.2
1910,2020-03-25,189.9
1911,2020-03-26,192.75
1912,2020-03-27,195.95
1913,2020-03-28,195.95
1914,2020-03-29,195.95
1915,2020-03-30,186.9
1916,2020-03-31,196.85
1917,2020-04-01,186.55
1918,2020-04-02,186.55
1919,2020-04-03,175.5
1920,2020-04-04,175.5
1921,2020-04-05,175.5
1922,2020-04-06,175.5
1923,2020-04-07,186.4
1924,2020-04-08,183.0
1925,2020-04-09,187.75
