,Date,Price
1926,2020-04-10,187.75
1927,2020-04-11,187.75
1928,2020-04-12,187.75
1929,2020-04-13,183.5
1930,2020-04-14,183.5
1931,2020-04-15,182.35
1932,2020-04-16,188.5
1933,2020-04-17,193.25
1934,2020-04-18,193.25
1935,2020-04-19,193.25
1936,2020-04-20,192.5
1937,2020-04-21,184.75
1938,2020-04-22,188.7
1939,2020-04-23,186.7
1940,2020-04-24,179.75
1941,2020-04-25,179.75
1942,2020-04-26,179.75
1943,2020-04-27,180.9
1944,2020-04-28,184.3
1945,2020-04-29,190.1
1946,2020-04-30,190.5
1947,2020-05-01,190.5
1948,2020-05-02,190.5
1949,2020-05-03,190.5
1950,2020-05-04,178.85
1951,2020-05-05,170.4
1952,2020-05-06,171.1
1953,2020-05-07,170.75
1954,2020-05-08,166.65
1955,2020-05-09,166.65
1956,2020-05-10,166.65
1957,2020-05-11,165.45
1958,2020-05-12,166.9
1959,2020-05-13,174.1
1960,2020-05-14,167.95
1961,2020-05-15,166.4
1962,2020-05-16,166.4
1963,2020-05-17,166.4
1964,2020-05-18,155.3
1965,2020-05-19,152.8
1966,2020-05-20,153.4
1967,2020-05-21,151.95
1968,2020-05-22,150.85
1969,2020-05-23,150.85
1970,2020-05-24,150.85
1971,2020-05-25,150.85
1972,2020-05-26,151.4
1973,2020-05-27,158.6
1974,2020-05-28,158.2
1975,2020-05-29,161.3
1976,2020-05-30,161.3
1977,2020-05-31,161.3
1978,2020-06-01,170.05
1979,2020-06-02,170.25
1980,2020-06-03,174.9
1981,2020-06-04,174.05
1982,2020-06-05,187.8
1983,2020-06-06,187.8
1984,2020-06-07,187.8
1985,2020-06-08,186.8
1986,2020-06-09,184.45
1987,2020-06-10,187.7
1988,2020-06-11,177.15
1989,2020-06-12,179.15
1990,2020-06-13,179.15
1991,2020-06-14,179.15
1992,2020-06-15,173.7
1993,2020-06-16,172.9
1994,2020-06-17,172.95
1995,2020-06-18,179.65
1996,2020-06-19,184.5
1997,2020-06-20,184.5
1998,2020-06-21,184.5
1999,2020-06-22,187.7
2000,2020-06-23,192.45
2001,2020-06-24,184.6
2002,2020-06-25,185.25
2003,2020-06-26,184.6
2004,2020-06-27,184.6
2005,2020-06-28,184.6
2006,2020-06-29,179.25
2007,2020-06-30,178.45
2008,2020-07-01,184.8
2009,2020-07-02,185.45
2010,2020-07-03,184.7
2011,2020-07-04,184.7
2012,2020-07-05,184.7
2013,2020-07-06,188.05
2014,2020-07-07,188.6
2015,2020-07-08,191.9
2016,2020-07-09,199.1
2017,2020-07-10,195.6
2018,2020-07-11,195.6
2019,2020-07-12,195.6
2020,2020-07-13,192.7
2021,2020-07-14,186.05
2022,2020-07-15,183.8
2023,2020-07-16,186.25
2024,2020-07-17,188.2
2025,2020-07-18,188.2
2026,2020-07-19,188.2
2027,2020-07-20,190.75
2028,2020-07-21,194.4
2029,2020-07-22,192.0
2030,2020-07-23,198.25
2031,2020-07-24,191.95
2032,2020-07-25,191.95
2033,2020-07-26,191.95
2034,2020-07-27,187.15
2035,2020-07-28,189.45
2036,2020-07-29,191.2
2037,2020-07-30,186.55
2038,2020-07-31,191.45
2039,2020-08-01,191.45
2040,2020-08-02,191.45
2041,2020-08-03,192.25
2042,2020-08-04,191.6
2043,2020-08-05,191.45
2044,2020-08-06,190.95
2045,2020-08-07,190.65
2046,2020-08-08,190.65
2047,2020-08-09,190.65
2048,2020-08-10,193.8
2049,2020-08-11,195.05
2050,2020-08-12,203.3
2051,2020-08-13,201.9
2052,2020-08-14,196.5
2053,2020-08-15,196.5
2054,2020-08-16,196.5
2055,2020-08-17,193.1
2056,2020-08-18,195.1
2057,2020-08-19,197.05
2058,2020-08-20,194.75
2059,2020-08-21,198.4
2060,2020-08-22,198.4
2061,2020-08-23,198.4
2062,2020-08-24,201.45
2063,2020-08-25,207.95
2064,2020-08-26,209.85
2065,2020-08-27,215.65
2066,2020-08-28,224.85
2067,2020-08-29,224.85
2068,2020-08-30,224.85
2069,2020-08-31,212.0
2070,2020-09-01,218.1
2071,2020-09-02,216.25
2072,2020-09-03,213.15
2073,2020-09-04,206.6
2074,2020-09-05,206.6
2075,2020-09-06,206.6
2076,2020-09-07,207.9
2077,2020-09-08,204.05
2078,2020-09-09,194.85
2079,2020-09-10,198.15
2080,2020-09-11,202.7
2081,2020-09-12,202.7
2082,2020-09-13,202.7
2083,2020-09-14,198.5
2084,2020-09-15,200.15
2085,2020-09-16,198.2
2086,2020-09-17,195.45
2087,2020-09-18,192.6
2088,2020-09-19,192.6
2089,2020-09-20,192.6
2090,2020-09-21,185.8
2091,2020-09-22,186.2
2092,2020-09-23,183.8
2093,2020-09-24,176.35
2094,2020-09-25,182.2
2095,2020-09-26,182.2
2096,2020-09-27,182.2
2097,2020-09-28,187.25
2098,2020-09-29,185.05
2099,2020-09-30,185.4
2100,2020-10-01,190.3
2101,2020-10-02,190.3
2102,2020-10-03,190.3
2103,2020-10-04,190.3
2104,2020-10-05,188.75
2105,2020-10-06,191.6
2106,2020-10-07,190.7
2107,2020-10-08,191.5
2108,2020-10-09,198.3
2109,2020-10-10,198.3
2110,2020-10-11,198.3
2111,2020-10-12,198.7
2112,2020-10-13,195.7
2113,2020-10-14,200.05
2114,2020-10-15,192.85
2115,2020-10-16,195.95
2116,2020-10-17,195.95
2117,2020-10-18,195.95
2118,2020-10-19,204.0
2119,2020-10-20,203.05
2120,2020-10-21,203.75
2121,2020-10-22,203.3
2122,2020-10-23,202.8
2123,2020-10-24,202.8
2124,2020-10-25,202.8
2125,2020-10-26,196.7
2126,2020-10-27,194.65
2127,2020-10-28,190.45
2128,2020-10-29,188.7
2129,2020-10-30,189.25
2130,2020-10-31,189.25
2131,2020-11-01,189.25
2132,2020-11-02,196.05
2133,2020-11-03,204.75
2134,2020-11-04,207.0
2135,2020-11-05,218.65
2136,2020-11-06,219.2
2137,2020-11-07,219.2
2138,2020-11-08,219.2
2139,2020-11-09,219.5
2140,2020-11-10,231.7
2141,2020-11-11,234.2
2142,2020-11-12,226.8
2143,2020-11-13,229.45
2144,2020-11-14,229.65
2145,2020-11-15,229.65
2146,2020-11-16,229.65
2147,2020-11-17,240.2
2148,2020-11-18,252.0
2149,2020-11-19,239.75
2150,2020-11-20,242.75
2151,2020-11-21,242.75
2152,2020-11-22,242.75
2153,2020-11-23,238.7
2154,2020-11-24,243.85
2155,2020-11-25,243.0
2156,2020-11-26,245.45
2157,2020-11-27,244.25
2158,2020-11-28,244.25
2159,2020-11-29,244.25
2160,2020-11-30,244.25
2161,2020-12-01,248.05
2162,2020-12-02,246.95
2163,2020-12-03,256.3
2164,2020-12-04,263.5
2165,2020-12-05,263.5
2166,2020-12-06,263.5
2167,2020-12-07,269.6
2168,2020-12-08,271.9
2169,2020-12-09,270.35
2170,2020-12-10,269.55
2171,2020-12-11,272.45
2172,2020-12-12,272.45
2173,2020-12-13,272.45
2174,2020-12-14,274.2
2175,2020-12-15,270.65
2176,2020-12-16,269.4
2177,2020-12-17,267.7
2178,2020-12-18,271.45
2179,2020-12-19,271.45
2180,2020-12-20,271.45
2181,2020-12-21,254.7
2182,2020-12-22,257.45
2183,2020-12-23,263.0
2184,2020-12-24,266.85
2185,2020-12-25,266.85
2186,2020-12-26,266.85
2187,2020-12-27,266.85
2188,2020-12-28,275.2
2189,2020-12-29,277.9
2190,2020-12-30,276.9
2191,2020-12-31,274.95
2192,2021-01-01,279.4
2193,2021-01-02,279.4
2194,2021-01-03,279.4
2195,2021-01-04,281.05
2196,2021-01-05,281.75
2197,2021-01-06,285.05
2198,2021-01-07,287.7
2199,2021-01-08,286.0
2200,2021-01-09,286.0
2201,2021-01-10,286.0
2202,2021-01-11,282.5
2203,2021-01-12,292.5
2204,2021-01-13,306.8
2205,2021-01-14,307.25
2206,2021-01-15,303.85
2207,2021-01-16,303.85
2208,2021-01-17,303.85
2209,2021-01-18,294.45
2210,2021-01-19,298.6
2211,2021-01-20,302.55
2212,2021-01-21,294.85
2213,2021-01-22,283.7
2214,2021-01-23,283.7
2215,2021-01-24,283.7
2216,2021-01-25,280.95
2217,2021-01-26,280.95
2218,2021-01-27,275.65
2219,2021-01-28,282.35
2220,2021-01-29,282.1
2221,2021-01-30,282.1
2222,2021-01-31,282.1
2223,2021-02-01,310.7
2224,2021-02-02,333.1
2225,2021-02-03,335.95
2226,2021-02-04,355.1
2227,2021-02-05,393.1
2228,2021-02-06,393.1
2229,2021-02-07,393.1
2230,2021-02-08,397.05
2231,2021-02-09,394.8
2232,2021-02-10,392.25
2233,2021-02-11,390.15
2234,2021-02-12,393.15
2235,2021-02-13,393.15
2236,2021-02-14,393.15
2237,2021-02-15,406.95
2238,2021-02-16,402.35
2239,2021-02-17,411.75
2240,2021-02-18,415.2
2241,2021-02-19,399.55
2242,2021-02-20,399.55
2243,2021-02-21,399.55
2244,2021-02-22,389.5
2245,2021-02-23,395.6
2246,2021-02-24,406.25
2247,2021-02-25,407.25
2248,2021-02-26,390.15
2249,2021-02-27,390.15
2250,2021-02-28,390.15
2251,2021-03-01,394.95
2252,2021-03-02,394.2
2253,2021-03-03,405.05
2254,2021-03-04,395.65
2255,2021-03-05,383.65
2256,2021-03-06,383.65
2257,2021-03-07,383.65
2258,2021-03-08,389.6
2259,2021-03-09,387.6
2260,2021-03-10,387.7
2261,2021-03-11,387.7
2262,2021-03-12,381.1
2263,2021-03-13,381.1
2264,2021-03-14,381.1
2265,2021-03-15,383.9
2266,2021-03-16,378.55
2267,2021-03-17,368.15
2268,2021-03-18,367.1
2269,2021-03-19,371.15
2270,2021-03-20,371.15
2271,2021-03-21,371.15
2272,2021-03-22,367.0
2273,2021-03-23,372.7
2274,2021-03-24,359.85
2275,2021-03-25,355.2
2276,2021-03-26,357.2
2277,2021-03-27,357.2
2278,2021-03-28,357.2
2279,2021-03-29,357.2
2280,2021-03-30,360.8
2281,2021-03-31,364.3
2282,2021-04-01,370.65
2283,2021-04-02,370.65
2284,2021-04-03,370.65
2285,2021-04-04,370.65
2286,2021-04-05,353.55
2287,2021-04-06,350.55
2288,2021-04-07,358.55
2289,2021-04-08,355.6
2290,2021-04-09,353.0
2291,2021-04-10,353.0
2292,2021-04-11,353.0
2293,2021-04-12,328.85
2294,2021-04-13,341.0
2295,2021-04-14,341.0
2296,2021-04-15,342.7
2297,2021-04-16,339.9
2298,2021-04-17,339.9
2299,2021-04-18,339.9
2300,2021-04-19,331.15
2301,2021-04-20,329.5
2302,2021-04-21,329.5
2303,2021-04-22,336.65
2304,2021-04-23,336.45
2305,2021-04-24,336.45
2306,2021-04-25,336.45
2307,2021-04-26,344.3
2308,2021-04-27,353.05
2309,2021-04-28,363.4
2310,2021-04-29,359.4
2311,2021-04-30,353.5
2312,2021-05-01,353.5
2313,2021-05-02,353.5
2314,2021-05-03,350.6
2315,2021-05-04,351.5
2316,2021-05-05,355.4
2317,2021-05-06,355.55
2318,2021-05-07,358.25
2319,2021-05-08,358.25
2320,2021-05-09,358.25
2321,2021-05-10,361.7
2322,2021-05-11,364.65
2323,2021-05-12,367.7
2324,2021-05-13,367.7
2325,2021-05-14,360.45
2326,2021-05-15,360.45
2327,2021-05-16,360.45
2328,2021-05-17,383.1
2329,2021-05-18,382.25
2330,2021-05-19,384.4
2331,2021-05-20,384.55
2332,2021-05-21,401.2
2333,2021-05-22,401.2
2334,2021-05-23,401.2
2335,2021-05-24,412.05
2336,2021-05-25,412.35
2337,2021-05-26,413.55
2338,2021-05-27,425.2
2339,2021-05-28,422.05
2340,2021-05-29,422.05
2341,2021-05-30,422.05
2342,2021-05-31,424.35
2343,2021-06-01,432.55
2344,2021-06-02,437.25
2345,2021-06-03,439.65
2346,2021-06-04,433.6
2347,2021-06-05,433.6
2348,2021-06-06,433.6
2349,2021-06-07,432.25
2350,2021-06-08,427.2
2351,2021-06-09,421.45
2352,2021-06-10,432.25
2353,2021-06-11,429.6
2354,2021-06-12,429.6
2355,2021-06-13,429.6
2356,2021-06-14,430.35
2357,2021-06-15,429.5
2358,2021-06-16,425.95
2359,2021-06-17,420.25
2360,2021-06-18,412.9
2361,2021-06-19,412.9
2362,2021-06-20,412.9
2363,2021-06-21,419.75
2364,2021-06-22,418.65
2365,2021-06-23,418.85
2366,2021-06-24,417.2
2367,2021-06-25,428.8
2368,2021-06-26,428.8
2369,2021-06-27,428.8
2370,2021-06-28,426.75
2371,2021-06-29,421.5
2372,2021-06-30,419.2
2373,2021-07-01,420.4
2374,2021-07-02,424.4
2375,2021-07-03,424.4
2376,2021-07-04,424.4
2377,2021-07-05,432.65
2378,2021-07-06,429.75
2379,2021-07-07,432.85
2380,2021-07-08,424.45
2381,2021-07-09,423.75
2382,2021-07-10,423.75
2383,2021-07-11,423.75
2384,2021-07-12,427.45
2385,2021-07-13,429.1
2386,2021-07-14,431.05
2387,2021-07-15,431.7
2388,2021-07-16,430.0
2389,2021-07-17,430.0
2390,2021-07-18,430.0
2391,2021-07-19,427.9
2392,2021-07-20,420.9
2393,2021-07-21,420.9
2394,2021-07-22,422.05
2395,2021-07-23,428.9
2396,2021-07-24,428.9
2397,2021-07-25,428.9
2398,2021-07-26,423.3
2399,2021-07-27,429.95
2400,2021-07-28,425.5
2401,2021-07-29,441.55
2402,2021-07-30,431.8
2403,2021-07-31,431.8
2404,2021-08-01,431.8
2405,2021-08-02,434.9
2406,2021-08-03,446.5
2407,2021-08-04,456.95
2408,2021-08-05,441.85
2409,2021-08-06,435.65
2410,2021-08-07,435.65
2411,2021-08-08,435.65
2412,2021-08-09,433.4
2413,2021-08-10,426.45
2414,2021-08-11,428.05
2415,2021-08-12,427.15
2416,2021-08-13,431.2
2417,2021-08-14,431.2
2418,2021-08-15,431.2
2419,2021-08-16,424.85
2420,2021-08-17,421.5
2421,2021-08-18,419.7
2422,2021-08-19,419.7
2423,2021-08-20,406.7
2424,2021-08-21,406.7
2425,2021-08-22,406.7
2426,2021-08-23,409.5
2427,2021-08-24,417.6
2428,2021-08-25,416.25
2429,2021-08-26,410.75
2430,2021-08-27,412.45
2431,2021-08-28,412.45
2432,2021-08-29,412.45
2433,2021-08-30,422.7
2434,2021-08-31,426.05
2435,2021-09-01,429.9
2436,2021-09-02,429.75
2437,2021-09-03,431.4
2438,2021-09-04,431.4
2439,2021-09-05,431.4
2440,2021-09-06,431.05
2441,2021-09-07,429.1
2442,2021-09-08,431.35
2443,2021-09-09,432.3
2444,2021-09-10,432.3
2445,2021-09-11,432.3
2446,2021-09-12,432.3
2447,2021-09-13,432.85
2448,2021-09-14,433.0
2449,2021-09-15,443.85
2450,2021-09-16,463.7
2451,2021-09-17,454.1
2452,2021-09-18,454.1
2453,2021-09-19,454.1
2454,2021-09-20,437.45
2455,2021-09-21,438.8
2456,2021-09-22,438.85
2457,2021-09-23,449.8
2458,2021-09-24,440.75
2459,2021-09-25,440.75
2460,2021-09-26,440.75
2461,2021-09-27,446.6
2462,2021-09-28,444.9
2463,2021-09-29,460.0
2464,2021-09-30,453.0
2465,2021-10-01,451.65
2466,2021-10-02,451.65
2467,2021-10-03,451.65
2468,2021-10-04,463.15
2469,2021-10-05,464.7
2470,2021-10-06,457.2
2471,2021-10-07,457.9
2472,2021-10-08,458.0
2473,2021-10-09,458.0
2474,2021-10-10,458.0
2475,2021-10-11,469.25
2476,2021-10-12,483.0
2477,2021-10-13,481.7
2478,2021-10-14,490.6
2479,2021-10-15,490.6
2480,2021-10-16,490.6
2481,2021-10-17,490.6
2482,2021-10-18,497.95
2483,2021-10-19,488.2
2484,2021-10-20,499.9
2485,2021-10-21,502.95
2486,2021-10-22,502.95
2487,2021-10-23,502.95
2488,2021-10-24,502.95
2489,2021-10-25,506.5
2490,2021-10-26,512.55
2491,2021-10-27,519.15
2492,2021-10-28,501.35
2493,2021-10-29,502.15
2494,2021-10-30,502.15
2495,2021-10-31,502.15
2496,2021-11-01,515.7
2497,2021-11-02,521.7
2498,2021-11-03,527.65
2499,2021-11-04,530.45
2500,2021-11-05,530.45
2501,2021-11-06,530.45
2502,2021-11-07,530.45
2503,2021-11-08,523.25
2504,2021-11-09,529.15
2505,2021-11-10,524.4
2506,2021-11-11,509.6
2507,2021-11-12,511.35
2508,2021-11-13,511.35
2509,2021-11-14,511.35
2510,2021-11-15,506.55
2511,2021-11-16,495.1
2512,2021-11-17,498.15
2513,2021-11-18,503.8
2514,2021-11-19,503.8
2515,2021-11-20,503.8
2516,2021-11-21,503.8
2517,2021-11-22,486.4
2518,2021-11-23,493.05
2519,2021-11-24,493.15
2520,2021-11-25,490.55
2521,2021-11-26,470.5
2522,2021-11-27,470.5
2523,2021-11-28,470.5
2524,2021-11-29,465.1
2525,2021-11-30,460.55
2526,2021-12-01,475.3
2527,2021-12-02,477.0
2528,2021-12-03,473.15
2529,2021-12-04,473.15
2530,2021-12-05,473.15
2531,2021-12-06,465.3
2532,2021-12-07,476.7
2533,2021-12-08,491.55
2534,2021-12-09,488.65
2535,2021-12-10,494.7
2536,2021-12-11,494.7
2537,2021-12-12,494.7
2538,2021-12-13,487.8
2539,2021-12-14,488.55
2540,2021-12-15,484.8
2541,2021-12-16,481.15
2542,2021-12-17,467.8
2543,2021-12-18,467.8
2544,2021-12-19,467.8
2545,2021-12-20,449.2
2546,2021-12-21,446.0
2547,2021-12-22,455.85
2548,2021-12-23,461.8
2549,2021-12-24,456.95
2550,2021-12-25,456.95
2551,2021-12-26,456.95
2552,2021-12-27,458.05
2553,2021-12-28,461.2
2554,2021-12-29,454.4
2555,2021-12-30,451.7
2556,2021-12-31,460.45
2557,2022-01-01,460.45
2558,2022-01-02,460.45
2559,2022-01-03,470.8
2560,2022-01-04,483.5
2561,2022-01-05,492.4
2562,2022-01-06,491.7
2563,2022-01-07,491.25
2564,2022-01-08,491.25
2565,2022-01-09,491.25
2566,2022-01-10,503.65
2567,2022-01-11,505.95
2568,2022-01-12,510.25
2569,2022-01-13,511.35
2570,2022-01-14,508.35
2571,2022-01-15,508.35
2572,2022-01-16,508.35
2573,2022-01-17,514.0
2574,2022-01-18,506.8
2575,2022-01-19,515.8
2576,2022-01-20,511.4
2577,2022-01-21,502.7
2578,2022-01-22,502.7
2579,2022-01-23,502.7
2580,2022-01-24,494.15
2581,2022-01-25,514.65
2582,2022-01-26,514.65
2583,2022-01-27,528.95
2584,2022-01-28,523.45
2585,2022-01-29,523.45
2586,2022-01-30,523.45
2587,2022-01-31,538.3
2588,2022-02-01,532.3
2589,2022-02-02,539.8
2590,2022-02-03,540.1
2591,2022-02-04,530.3
2592,2022-02-05,530.3
2593,2022-02-06,530.3
2594,2022-02-07,533.25
2595,2022-02-08,531.35
2596,2022-02-09,535.25
2597,2022-02-10,540.55
2598,2022-02-11,529.6
2599,2022-02-12,529.6
2600,2022-02-13,529.6
2601,2022-02-14,501.4
2602,2022-02-15,524.8
2603,2022-02-16,516.7
2604,2022-02-17,512.95
2605,2022-02-18,515.3
2606,2022-02-19,515.3
2607,2022-02-20,515.3
2608,2022-02-21,511.85
2609,2022-02-22,498.4
2610,2022-02-23,498.7
2611,2022-02-24,472.65
2612,2022-02-25,482.95
2613,2022-02-26,482.95
2614,2022-02-27,482.95
2615,2022-02-28,483.2
2616,2022-03-01,483.2
2617,2022-03-02,474.25
2618,2022-03-03,467.4
2619,2022-03-04,461.95
2620,2022-03-05,461.95
2621,2022-03-06,461.95
2622,2022-03-07,440.3
2623,2022-03-08,440.3
2624,2022-03-09,451.7
2625,2022-03-10,468.7
2626,2022-03-11,470.35
2627,2022-03-12,470.35
2628,2022-03-13,470.35
2629,2022-03-14,485.15
2630,2022-03-15,485.85
2631,2022-03-16,492.75
2632,2022-03-17,501.9
2633,2022-03-18,501.9
2634,2022-03-19,501.9
2635,2022-03-20,501.9
2636,2022-03-21,490.6
2637,2022-03-22,493.7
2638,2022-03-23,490.65
2639,2022-03-24,487.1
2640,2022-03-25,490.7
2641,2022-03-26,490.7
2642,2022-03-27,490.7
2643,2022-03-28,497.5
2644,2022-03-29,495.0
2645,2022-03-30,494.3
2646,2022-03-31,493.55
2647,2022-04-01,508.2
2648,2022-04-02,508.2
2649,2022-04-03,508.2
2650,2022-04-04,512.4
2651,2022-04-05,509.4
2652,2022-04-06,513.95
2653,2022-04-07,514.95
2654,2022-04-08,516.1
2655,2022-04-09,516.1
2656,2022-04-10,516.1
2657,2022-04-11,514.9
2658,2022-04-12,512.85
2659,2022-04-13,517.7
2660,2022-04-14,517.7
2661,2022-04-15,517.7
2662,2022-04-16,517.7
2663,2022-04-17,517.7
2664,2022-04-18,509.5
2665,2022-04-19,511.8
2666,2022-04-20,509.3
2667,2022-04-21,516.3
2668,2022-04-22,500.6
2669,2022-04-23,500.6
2670,2022-04-24,500.6
2671,2022-04-25,494.75
2672,2022-04-26,505.5
2673,2022-04-27,497.25
2674,2022-04-28,507.5
2675,2022-04-29,496.3
2676,2022-04-30,496.3
2677,2022-05-01,496.3
2678,2022-05-02,491.0
2679,2022-05-03,491.0
2680,2022-05-04,479.65
2681,2022-05-05,480.0
2682,2022-05-06,483.95
2683,2022-05-07,483.95
2684,2022-05-08,483.95
2685,2022-05-09,475.9
2686,2022-05-10,475.2
2687,2022-05-11,476.55
2688,2022-05-12,462.65
2689,2022-05-13,444.65
2690,2022-05-14,444.65
2691,2022-05-15,444.65
2692,2022-05-16,455.0
2693,2022-05-17,467.3
2694,2022-05-18,458.0
2695,2022-05-19,447.5
2696,2022-05-20,462.4
2697,2022-05-21,462.4
2698,2022-05-22,462.4
2699,2022-05-23,460.9
2700,2022-05-24,462.05
2701,2022-05-25,454.1
2702,2022-05-26,468.9
2703,2022-05-27,468.95
2704,2022-05-28,468.95
2705,2022-05-29,468.95
2706,2022-05-30,474.6
2707,2022-05-31,468.1
2708,2022-06-01,468.3
2709,2022-06-02,469.85
2710,2022-06-03,464.5
2711,2022-06-04,464.5
2712,2022-06-05,464.5
2713,2022-06-06,463.7
2714,2022-06-07,463.4
2715,2022-06-08,471.3
2716,2022-06-09,466.95
2717,2022-06-10,461.85
2718,2022-06-11,461.85
2719,2022-06-12,461.85
2720,2022-06-13,445.85
2721,2022-06-14,448.1
2722,2022-06-15,451.35
2723,2022-06-16,441.6
2724,2022-06-17,441.0
2725,2022-06-18,441.0
2726,2022-06-19,441.0
2727,2022-06-20,434.7
2728,2022-06-21,450.75
2729,2022-06-22,447.65
2730,2022-06-23,451.4
2731,2022-06-24,454.25
2732,2022-06-25,454.25
2733,2022-06-26,454.25
2734,2022-06-27,461.2
2735,2022-06-28,464.25
2736,2022-06-29,459.1
2737,2022-06-30,465.9
2738,2022-07-01,466.85
2739,2022-07-02,466.85
2740,2022-07-03,466.85
2741,2022-07-04,473.45
2742,2022-07-05,472.15
2743,2022-07-06,479.95
2744,2022-07-07,486.75
2745,2022-07-08,488.55
2746,2022-07-09,488.55
2747,2022-07-10,488.55
2748,2022-07-11,488.2
2749,2022-07-12,484.95
2750,2022-07-13,486.5
2751,2022-07-14,479.35
2752,2022-07-15,479.1
2753,2022-07-16,479.1
2754,2022-07-17,479.1
2755,2022-07-18,490.3
2756,2022-07-19,497.95
2757,2022-07-20,508.6
2758,2022-07-21,512.05
2759,2022-07-22,513.7
2760,2022-07-23,513.7
2761,2022-07-24,513.7
2762,2022-07-25,517.8
2763,2022-07-26,514.2
2764,2022-07-27,528.2
2765,2022-07-28,532.45
2766,2022-07-29,528.35
2767,2022-07-30,528.35
2768,2022-07-31,528.35
2769,2022-08-01,533.75
2770,2022-08-02,542.1
2771,2022-08-03,540.85
2772,2022-08-04,533.25
2773,2022-08-05,531.05
2774,2022-08-06,531.05
2775,2022-08-07,531.05
2776,2022-08-08,520.4
2777,2022-08-09,520.4
2778,2022-08-10,514.7
2779,2022-08-11,524.75
2780,2022-08-12,530.7
2781,2022-08-13,530.7
2782,2022-08-14,530.7
2783,2022-08-15,530.7
2784,2022-08-16,525.95
2785,2022-08-17,528.15
2786,2022-08-18,532.35
2787,2022-08-19,520.35
2788,2022-08-20,520.35
2789,2022-08-21,520.35
2790,2022-08-22,511.3
2791,2022-08-23,521.9
2792,2022-08-24,519.3
2793,2022-08-25,520.4
2794,2022-08-26,523.8
2795,2022-08-27,523.8
2796,2022-08-28,523.8
2797,2022-08-29,514.85
2798,2022-08-30,531.25
2799,2022-08-31,531.25
2800,2022-09-01,533.3
2801,2022-09-02,536.7
2802,2022-09-03,536.7
2803,2022-09-04,536.7
2804,2022-09-05,538.9
2805,2022-09-06,537.8
2806,2022-09-07,532.85
2807,2022-09-08,544.65
2808,2022-09-09,553.35
2809,2022-09-10,553.35
2810,2022-09-11,553.35
2811,2022-09-12,554.9
2812,2022-09-13,558.0
2813,2022-09-14,571.75
2814,2022-09-15,572.15
2815,2022-09-16,561.8
2816,2022-09-17,561.8
2817,2022-09-18,561.8
2818,2022-09-19,572.25
2819,2022-09-20,574.05
2820,2022-09-21,569.7
2821,2022-09-22,567.3
2822,2022-09-23,550.6
2823,2022-09-24,550.6
2824,2022-09-25,550.6
2825,2022-09-26,543.3
2826,2022-09-27,536.5
2827,2022-09-28,524.85
2828,2022-09-29,521.75
2829,2022-09-30,530.6
2830,2022-10-01,530.6
2831,2022-10-02,530.6
2832,2022-10-03,519.75
2833,2022-10-04,532.7
2834,2022-10-05,532.7
2835,2022-10-06,537.3
2836,2022-10-07,530.2
2837,2022-10-08,530.2
2838,2022-10-09,530.2
2839,2022-10-10,530.75
2840,2022-10-11,527.4
2841,2022-10-12,533.8
2842,2022-10-13,521.45
2843,2022-10-14,527.2
2844,2022-10-15,527.2
2845,2022-10-16,527.2
2846,2022-10-17,543.65
2847,2022-10-18,562.45
2848,2022-10-19,553.4
2849,2022-10-20,555.4
2850,2022-10-21,560.85
2851,2022-10-22,560.85
2852,2022-10-23,560.85
2853,2022-10-24,570.5
2854,2022-10-25,578.55
2855,2022-10-26,578.55
2856,2022-10-27,579.65
2857,2022-10-28,570.75
2858,2022-10-29,570.75
2859,2022-10-30,570.75
2860,2022-10-31,573.8
2861,2022-11-01,573.8
2862,2022-11-02,573.8
2863,2022-11-03,584.9
2864,2022-11-04,593.95
2865,2022-11-05,593.95
2866,2022-11-06,593.95
2867,2022-11-07,614.15
